id,issue_id,summary,description,status,address,rating,lat,lng,url,user_id,created_at,updated_at,acknowledged_at,closed_at
507,1442257,Traffic Signal Malfuctioning,Left turn signal does not activate enough due to substantial increase in traffic on new hope rd from bail out  440 construction. Turning left onto Rogers lane is difficult.  The shrubs are also preventing visibility for small cars which prevents left turns without an arrow. Please adjust to have the arrow light activate more often. ,Archived,"523-533 South New Hope Road Raleigh, NC 27610, USA",2,35.7698477,-78.5586091,https://seeclickfix.com/api/v2/issues/1442257,383537,2015-01-15T06:45:26-05:00,2015-02-10T16:39:53-05:00,2015-01-15T06:50:41-05:00,2015-02-10T16:39:52-05:00
508,1441977,Garbage / Recycling / Yard Waste,"LOTS of litter on New Bern Avenue starting around the 3000 block at Wake Med and going all the way into Knightdale!!! If you can not pick up into Knightdale, at least pick up right before the Neuse River bridge!! Thanks so much for all you do!  Litter is in both the median and on both sides of the road!  Especially right before the bridge, around the 5200 block.  ",Archived,"5200 New Bern Avenue Raleigh, North Carolina",2,35.793227,-78.54859,https://seeclickfix.com/api/v2/issues/1441977,0,2015-01-14T22:57:23-05:00,2015-01-23T16:06:57-05:00,,2015-01-23T16:06:57-05:00
509,1441919,Driver Inattention has caused many to run red lights at intersection,"The traffic signal is not malfunctioning, but I have a safety concern. I see at least 3 to 4 drivers in a 5 day period every week run the red light at the intersection at Edwards Mill Rd and the on ramp to Wade Avenue. 

The lights turn green at different times and due to driver inattention drivers are running the red lights. There have been many near miss accidents at these intersections. 

For example, if you are heading north on Edwards Mill and you are at the stop light at Edwards Mill and East Wade Avenue, the light at the next intersection at West Wade Avenue will turn green. If the drivers are not paying attention they will run the red light not realizing their light has remained red. This does allow for better traffic flow, but I see this happen during rush hour traffic and I am concerned about safety. In the past 2 days I have seen 3 cars run the red light and they had to swerve to miss a car entering Edwards Mill from Wade Avenue.",Archived,"Edwards Mill Road Raleigh, North Carolina",3,35.80761357,-78.72239724,https://seeclickfix.com/api/v2/issues/1441919,0,2015-01-14T21:18:46-05:00,2015-02-09T17:48:49-05:00,2015-01-14T21:20:30-05:00,2015-02-09T17:20:45-05:00
510,1441892,Abandoned house,"Not sure what happened to the ""Other"" category? Note the photo of this apparently abandoned house at 334 Wilmot.  Please send an inspector to check the property. In addition, there is untied yard waste in the front yard. thank you. ",Archived,"334 Wilmot Drive Raleigh, North Carolina",3,35.778712,-78.72945,https://seeclickfix.com/api/v2/issues/1441892,74503,2015-01-14T20:39:08-05:00,2015-01-23T11:04:19-05:00,2015-01-16T08:56:44-05:00,2015-01-23T11:04:19-05:00
511,1441886,Weekly Speeding trash truck,"Issue ID:   781411 was closed and archived by one of the new moderators of the site but the issue was never addressed and has been a continuous problem since. 2013. Reopening. Thank you.
City of Raleigh trash truck comes speeding through the neighborhood every week to service Senior Citizens & handicapped residents. Truck #1127. This is a residential subdivision with kids; please ask them to stop driving like it's Charlotte Motor Speedway. Regards.
",Archived,"215 Wilmot Drive Raleigh, North Carolina",3,35.780297,-78.725753,https://seeclickfix.com/api/v2/issues/1441886,74503,2015-01-14T20:33:50-05:00,2015-01-20T19:29:06-05:00,,2015-01-17T22:40:47-05:00
512,1441730,Large potholes on Bashford.,Over the last couple weeks several large potholes have developed on Bashford south or east bound.  They are within 30 feet of Buck Jones rd.,Archived,"825-899 Bashford Road Raleigh, NC 27606, USA",2,35.77723361,-78.73298088,https://seeclickfix.com/api/v2/issues/1441730,0,2015-01-14T18:04:12-05:00,2015-01-24T17:14:16-05:00,,2015-01-24T17:14:16-05:00
513,1441680,Garbage / Recycling / Yard Waste,Lots of trash been dump at the end of fountain dr in raleigh,Archived,"1601-1749 Fountain Drive Raleigh, NC 27610, USA",3,35.75643158,-78.60714722,https://seeclickfix.com/api/v2/issues/1441680,53735,2015-01-14T17:37:15-05:00,2015-01-16T16:14:58-05:00,2015-01-16T09:40:46-05:00,2015-01-16T15:16:46-05:00
514,1441144,Vegetation Problem,A fallen tree has been lying on the side of this property (Plantation Rd) for months.,Archived,"221 E Six Forks Rd Raleigh, NC",2,35.822014,-78.628297,https://seeclickfix.com/api/v2/issues/1441144,0,2015-01-14T11:35:32-05:00,2015-01-26T18:11:48-05:00,2015-01-14T11:40:52-05:00,2015-01-26T18:11:48-05:00
515,1440972,Pothole - Sellona Street ,Sellona Street has a vast number of sink hole like pavement sections. ,Archived,"10030 Sellona Street Morrisville, North Carolina",1,35.89618435,-78.80683069,https://seeclickfix.com/api/v2/issues/1440972,0,2015-01-14T09:50:46-05:00,2015-01-16T10:04:21-05:00,2015-01-14T10:02:27-05:00,2015-01-16T10:04:21-05:00
516,1440961,Vegetation Problem [TEST],"We have a citizen reporting an error with ""Vegetation Problem"" category, so we are trying to confirm. Please disregard.

zack@seeclickfix.com",Archived,"3516 Chaucer Place Raleigh, North Carolina",2,35.82849308,-78.64686624,https://seeclickfix.com/api/v2/issues/1440961,78113,2015-01-14T09:33:08-05:00,2015-01-14T12:45:52-05:00,2015-01-14T09:40:39-05:00,2015-01-14T12:45:51-05:00
517,1440954,Green light only partially lights.,The green light on the left lane of Southbound Gorman only partially lights up.  Not all of the LEDs light up.,Archived,"Gorman Street Raleigh, NC 27606, USA",3,35.7535145,-78.70089764,https://seeclickfix.com/api/v2/issues/1440954,0,2015-01-14T09:26:14-05:00,2015-01-29T16:34:29-05:00,2015-01-24T17:15:38-05:00,2015-01-29T16:34:29-05:00
518,1440785,Garbage / Recycling / Yard Waste,Garbage not picked up as of 10:30pm,Archived,"1817 Spiny Ridge Court Raleigh, North Carolina",3,35.87746874,-78.66909639,https://seeclickfix.com/api/v2/issues/1440785,0,2015-01-13T22:33:07-05:00,2015-01-22T13:44:51-05:00,2015-01-14T12:47:08-05:00,2015-01-22T10:11:36-05:00
519,1440753,Sign Down,"",Archived,"2440 Coxindale Drive Raleigh, NC 27615, USA",1,35.89536776,-78.59914718,https://seeclickfix.com/api/v2/issues/1440753,125458,2015-01-13T21:56:40-05:00,2015-01-16T09:34:47-05:00,2015-01-13T22:00:32-05:00,2015-01-16T09:34:47-05:00
520,1440617,Sign Down,Sign post with no sign. West side of Leesville Road between two intersections with Rest Haven Drive.,Archived,"6600-6684 Leesville Road Raleigh, North Carolina",1,35.86527602,-78.69705719,https://seeclickfix.com/api/v2/issues/1440617,0,2015-01-13T19:35:56-05:00,2015-01-15T09:16:02-05:00,2015-01-13T19:40:37-05:00,2015-01-15T09:16:02-05:00
521,1439267,Pothole,"",Archived,"Poole Road  Raleigh, North Carolina",1,35.7636972,-78.5568776,https://seeclickfix.com/api/v2/issues/1439267,0,2015-01-13T11:25:36-05:00,2015-01-13T19:50:12-05:00,2015-01-13T11:40:28-05:00,2015-01-13T19:50:12-05:00
522,1439212,Pothole,There are two potholes located on either side of Berkley Lake,Archived,"Berkley Lake  Raleigh, North Carolina",2,35.7404258,-78.5427638,https://seeclickfix.com/api/v2/issues/1439212,0,2015-01-13T10:49:22-05:00,2015-01-15T09:35:43-05:00,2015-01-13T10:51:06-05:00,2015-01-15T09:35:42-05:00
523,1439083,Sidewalk repair,Section of sidewalk has raised up (likely due to tree roots) and has created a ~two inch height difference beside next section. ,Archived,"10562 Evergreen Spring Place Raleigh, North Carolina",6,35.9247609,-78.568927,https://seeclickfix.com/api/v2/issues/1439083,130368,2015-01-13T09:22:34-05:00,2015-02-09T14:59:24-05:00,2015-01-24T17:20:51-05:00,2015-02-09T14:53:49-05:00
524,1439072,Graffiti Removal,Graffiti on utility box at corner of Lewis Farm Rd and Banbury Rd. This is a renewal of an earlier report the city said Had been taken care of. ,Archived,"1401-1499 Banbury Road Raleigh, NC 27607, USA",1,35.80830379,-78.67343299,https://seeclickfix.com/api/v2/issues/1439072,32101,2015-01-13T09:14:40-05:00,2015-01-16T10:37:35-05:00,2015-01-13T09:20:42-05:00,2015-01-16T10:37:35-05:00
525,1438990,Vegetation Problem,"Leaves were not picked up per Leaf Collection schedule, and are causing parking issues and clogging storm drains",Archived,"5525 Kaplan Drive Raleigh, North Carolina",3,35.77217546,-78.71698991,https://seeclickfix.com/api/v2/issues/1438990,0,2015-01-13T08:25:49-05:00,2015-01-23T16:24:12-05:00,2015-01-13T08:30:25-05:00,2015-01-23T16:24:12-05:00
526,1438796,Pothole,"There are four or five holes cut across hillsborough street near dan allen drive, spaced out by approximately 1 foot, that must be being used in the construction efforts.  They are deep as potholes are.  Usually I avoid them by swerving but couldn't see them in the dark and rain and hit one today at speed and I wouldn't be suprised if I bent a rim.  These are dangerous.",Archived,"2808 Hillsborough St Raleigh, North Carolina",1,35.7894417,-78.6744734,https://seeclickfix.com/api/v2/issues/1438796,0,2015-01-12T22:05:16-05:00,2015-01-13T19:47:28-05:00,2015-01-12T22:10:33-05:00,2015-01-13T19:47:27-05:00
527,1438501,ill-fitting manhole cover,"The manhole cover does not fit properly or is warped. When cars drive over it, there is a rather loud ""click click"" sound of metal on metal - all day and all night. Can some cushioning be placed between the cover and the manhole? ",Archived,"444 S Blount St Raleigh, North Carolina",1,35.7751989,-78.6369929,https://seeclickfix.com/api/v2/issues/1438501,673042,2015-01-12T17:24:21-05:00,2015-01-13T20:25:45-05:00,2015-01-12T17:30:42-05:00,2015-01-13T20:25:45-05:00
528,1438400,Pothole,street surface is being undermined by rain.,Archived,"800-808 Suffolk Boulevard Raleigh, North Carolina",2,35.7459621,-78.65662977,https://seeclickfix.com/api/v2/issues/1438400,895878,2015-01-12T16:13:35-05:00,2015-01-26T14:01:03-05:00,2015-01-15T13:40:53-05:00,2015-01-26T14:01:03-05:00
529,1438362,Hickory Grove Church Rd potholes,"",Archived,"Hickory Grove Church Rd Raleigh, Wake, NC",1,35.9285738,-78.7397767,https://seeclickfix.com/api/v2/issues/1438362,0,2015-01-12T15:58:47-05:00,2015-01-13T19:46:36-05:00,2015-01-12T16:01:24-05:00,2015-01-13T19:46:36-05:00
530,1438358,Traffic Safety,"Issue 1404550 was labeled 'fixed.'  But, I don't understand the solution.  I asked about the safety of a city leaf collection truck driver operating simultaneously both the driving of a large truck and the swing of the leaf collection joystick.  While the truck is moving slowly, it is moving down the street with parked cars, pedestrians, etc.  The driver is asked to multitask with one of the tasks being driving.  This is the equivalent to texting & driving.  Could my issue be addressed rather than simply being labeled as fixed?
And, none of the categories fit my topic.",Archived,"5604 Partridge Ln. Raleigh, North Carolina",3,35.859192,-78.608363,https://seeclickfix.com/api/v2/issues/1438358,842591,2015-01-12T15:55:34-05:00,2015-01-22T12:52:35-05:00,2015-01-12T16:01:21-05:00,2015-01-22T12:52:35-05:00
531,1438093,Sediment or Mud Run-off,"On the asphalt path that leads from Lake Lynn Park to Lake Lynn, there is a low spot that has become a water hazard. From the beginning of the path at the parking lot, the low spot is 375' down the path toward Lake Lynn.

I've been walking Lake Lynn several times a week for the past ten years. This spot used to get wet the day of and the day after a rain event. Now it is wet nearly all of the time. A few weeks ago, we went through a period of ten days without rain. This low spot was wet for that entire time ... and is still wet. ",Archived,"7721 Sandy Bottom Way Raleigh, North Carolina",3,35.88583999,-78.6993254,https://seeclickfix.com/api/v2/issues/1438093,412717,2015-01-12T13:33:47-05:00,2015-01-27T12:34:05-05:00,2015-01-12T13:40:26-05:00,2015-01-27T12:34:05-05:00
532,1438085,SideWalk repair ,"Sidewalk was torn up by a utility company last summer, but hasn't been replaced. Muddy mess!",Archived,"864-894 North Blount Street Raleigh, North Carolina",7,35.7911029,-78.6359295,https://seeclickfix.com/api/v2/issues/1438085,126089,2015-01-12T13:28:31-05:00,2015-01-22T08:59:36-05:00,2015-01-12T13:30:25-05:00,2015-01-21T22:37:45-05:00
533,1438046,possible water main break at Battleford Dr & Valley Woods Ct,Yesterday (1/11/15 Sunday) I noticed water seeping through the road where the small water manhole is. It had not started raining when I noticed. Also could hear what sounded like a large amount of water flowing when I crossed the sewer manhole. There were also some new cracks in the street with muddy looking water seeping out. ,Archived,"2621 Valley Woods Court Raleigh, North Carolina",2,35.87391317,-78.68622549,https://seeclickfix.com/api/v2/issues/1438046,138391,2015-01-12T13:06:53-05:00,2015-02-20T15:17:08-05:00,2015-01-12T13:10:42-05:00,2015-02-20T15:17:08-05:00
534,1437992,Street Sign leaning badly,The street sign for Frost Court/Steinbeck Drive is leaning badly. Reporting so that it may be straightened upright.,Archived,"4217 Frost Court Raleigh, North Carolina",3,35.84031995,-78.61860789,https://seeclickfix.com/api/v2/issues/1437992,91969,2015-01-12T12:43:50-05:00,2015-01-15T09:11:02-05:00,2015-01-12T12:50:34-05:00,2015-01-15T09:03:23-05:00
535,1437922,Pothole,"The edge of the asphalt of Brier Creek Parkway is degrading where it meets the asphalt of Cerny St. It's degrading 6-8 inch deep for several feet, in several places.
This not only causes several abrupt bumps when driving, but it also appears to promote washing out the highway's foundation.
(resurrecting issue 1407823, opened 2014-12-17, retired 1/12/2015 for administrative reasons)",Archived,"9403 Brier Creek Parkway Raleigh, North Carolina",1,35.90241193,-78.8005744,https://seeclickfix.com/api/v2/issues/1437922,611811,2015-01-12T11:59:06-05:00,2015-01-12T13:59:45-05:00,2015-01-12T12:00:47-05:00,2015-01-12T13:59:45-05:00
536,1437915,Pothole,"Large areas (tens of square feet) of asphalt have become delaminated through multiple layers.

This deterioration is accelerating through the adjoining asphalt, generating a very large pothole and a substantial amount of debris that is a risk to bicyclers and to cars that swerve to miss. The area effected is wider than the entire travel lane.(causing a safety hazard as cars dodge into the oncoming lane to miss the hole).
(resurrecting issue 1298886, opened 2014-09-25, retired 1/12/2015 for administrative reasons)",Archived,"9241 Wiley Street Raleigh, North Carolina",1,35.90137926,-78.80117092,https://seeclickfix.com/api/v2/issues/1437915,611811,2015-01-12T11:55:36-05:00,2015-01-12T13:59:46-05:00,2015-01-12T12:00:27-05:00,2015-01-12T13:59:46-05:00
537,1437901,Post to Neighbors,"no sidewalk
hazardous situation
says no money available...may I suggest that money be re allocated from the Hillsboro street fiasco of 10+ million",Archived,"2620-2720 Atlantic Avenue Raleigh, North Carolina",4,35.81959043,-78.61391054,https://seeclickfix.com/api/v2/issues/1437901,296614,2015-01-12T11:49:43-05:00,2015-01-29T16:31:17-05:00,2015-01-24T17:33:20-05:00,2015-01-29T16:31:17-05:00
538,1437887,Abandoned Home - Eyesore and Hazard,"This home has been unoccupied for years. Gutters and siding are rotted and falling, windows are open, and there is a large amount of debris visible inside the dwelling. The sidewalks are covered with yard waste, and trash cans are regularly left outside and visible. The yard is overgrown with branches lying throughout.",Archived,"4401 Wingate Raleigh, North Carolina",6,35.842343,-78.62008,https://seeclickfix.com/api/v2/issues/1437887,0,2015-01-12T11:41:20-05:00,2015-01-25T16:33:31-05:00,2015-01-12T17:17:40-05:00,2015-01-25T16:33:30-05:00
539,1437856,Commercial Vehicles on Private Property,"Commercial vehicles and trailers have been parked on this residential property continuously for years, while the owner claims it is only on rare occasions. There are plenty of storage facilities available, and there is no reason the neighborhood should be subject to this eyesore.",Archived,"4309 Wingate Raleigh, North Carolina",5,35.841957,-78.620876,https://seeclickfix.com/api/v2/issues/1437856,0,2015-01-12T11:25:52-05:00,2015-01-31T09:28:18-05:00,2015-01-25T16:36:19-05:00,2015-01-29T16:44:33-05:00
540,1437805,Content blocked by rejections,Content blocked by rejections,Archived,"Shanda Dr. Raleigh, North Carolina",2,35.8647855,-78.63128,https://seeclickfix.com/api/v2/issues/1437805,0,2015-01-12T11:10:44-05:00,2015-01-16T10:36:27-05:00,,2015-01-12T17:14:14-05:00
541,1437784,Public Nuisance,This property has multiple issues 1) It is not owner-occupied or registered as a rental property 2) There is an abandoned vehicle on the property that has not moved in years with animals living under it 3) There is construction debris in the back yard that has been present for years,Archived,"4325 Wingate Raleigh, North Carolina",6,35.84212,-78.6205389,https://seeclickfix.com/api/v2/issues/1437784,0,2015-01-12T11:03:53-05:00,2015-01-29T16:45:35-05:00,2015-01-25T16:41:11-05:00,2015-01-29T16:45:35-05:00
542,1437768,Pothole,There is a large pothole when exiting off Glenwood Ave onto Creedmoor Rd. This has been here for months and it has been 90 days since I reported it last. I hope to see it fixed soon.,Archived,"4522-4598 Glenwood Avenue Raleigh, North Carolina",1,35.84330896,-78.68028937,https://seeclickfix.com/api/v2/issues/1437768,742553,2015-01-12T10:53:25-05:00,2015-01-12T12:41:04-05:00,2015-01-12T11:00:26-05:00,2015-01-12T12:41:04-05:00
543,1437760,Unauthorized In Street Parking,"Unauthorized Parking places created on Shelley Road, being used for new Vet Office parking. Major safety issue, road not wide enough to safely facilitate car parking.  Spots occupied early am, prior to Vet office parking lot being filled.  Numerous issues with vehicles getting by including School busses cause traffic impacts onto Six Forks.  Very Unsafe.",Archived,"400-454 Shelley Road Raleigh, North Carolina",6,35.85125692,-78.64370828,https://seeclickfix.com/api/v2/issues/1437760,0,2015-01-12T10:52:07-05:00,2015-01-25T17:04:26-05:00,,2015-01-25T17:04:26-05:00
544,1437548,Traffic Signal Malfuctioning,"Left turn signal off of hillsborough (heading east) onto belt line is too short and doesn't change to solid green making cycle times way too long. Light used to change to solid green so you could still turn when all clear.

I also noticed that the signal for making a left going west off of hillsborough does not have the same issue and is a protected left on green light and doesn't seem to be causing any issues. This signal is no more then a 100 feet from the other signal in question.

Making this a flashing yellow light vs. a solid red should be sufficient. It is not that significant of an unprotected left turn since the visibility is so good. I have experienced a lot more left turns where it is worse than this one - for example, turning onto dilliard drive or athens drive off of tryon - both use flashing yellow lights to keep the traffic flowing.
",Archived,"4093-4095 Hillsborough Street Raleigh, North Carolina",4,35.79541834,-78.69475639,https://seeclickfix.com/api/v2/issues/1437548,345664,2015-01-12T10:37:41-05:00,2015-01-21T22:50:34-05:00,2015-01-12T10:41:05-05:00,2015-01-21T22:50:34-05:00
545,1437545,Dried Cement in the Middle of Avent Ferry Rd (Turn Lane),"There has been what appears to be dried cement in the turn lane of Avent Ferry Road for several months.  When trying to make a left hand turn onto Chappell Drive, you have to run over it.  If it all possible, I would like to see this removed.",Archived,"2611 Avent Ferry Road Raleigh, North Carolina",2,35.77277931,-78.68442491,https://seeclickfix.com/api/v2/issues/1437545,125651,2015-01-12T10:36:46-05:00,2015-01-12T12:40:52-05:00,2015-01-12T10:41:01-05:00,2015-01-12T12:40:52-05:00
546,1437541,Traffic Signal Malfuctioning,"I listed this as a signal malfunction because there is no other appropriate category for this issue.
The median at this intersection prevents a left turn onto St. Albans Dr. A U-turn is possible, but it is posted as prohibited. The furniture store parking lot has a sign posting a $50 dollar fine for cutting through the parking lot. Today I have seen commercial vehicles and an 18 wheeler cutting through the parking lot. The only legal way to get to St. Albans from New Hope Church Rd. is by going towards Wake Forest Rd. further up to the crest of the hill, where the shoulder is wider and make a U-turn. This is extremely dangerous due to the speed of cars coming from the opposite direction. A left turn onto St. Albans needs to be restored for safety sake.",Archived,"1903 New Hope Church Road Raleigh, North Carolina",4,35.83501057,-78.60667822,https://seeclickfix.com/api/v2/issues/1437541,79367,2015-01-12T10:35:13-05:00,2015-02-03T14:50:51-05:00,2015-01-26T07:30:31-05:00,2015-01-29T15:04:10-05:00
547,1437532,parking lot trash receptacles,"more trash receptacles are needed in the parking lots across the main ""street"" from the basket ball courts.    As a part of my evening walks- I'm constantly picking up trash and have to carry it to either the ball fields receptacles.  I believe it more receptacles were located in this lot, it would help keep our park clean.",Archived,"1901 Spring Forest Rd Raleigh, North Carolina",4,35.8662243,-78.6069342,https://seeclickfix.com/api/v2/issues/1437532,138325,2015-01-12T10:28:44-05:00,2015-01-24T14:55:59-05:00,2015-01-12T10:30:36-05:00,2015-01-24T14:55:59-05:00
548,1437527,Street Light Out,You looked at it a couple of months ago but the streetlight is not working.,Archived,"415 Forsyth St. Raleigh, North Carolina",1,35.831981,-78.658321,https://seeclickfix.com/api/v2/issues/1437527,369924,2015-01-12T10:23:06-05:00,2015-01-30T11:39:20-05:00,2015-01-12T10:30:29-05:00,2015-01-30T11:39:20-05:00
549,1437067,Car with no tags parked on the street,"There is a burgundy volvo parked on the east side of Traillwood Hills Drive that does not have any tags on it. The car does have a for sale sign on it. It's been there since at least mid-week, last week. Can we have RPD investigate this and issue a citation if warranted.

Also, there is no category for other so I choose this category.",Archived,"2605 Trailwood Hills Drive Raleigh, North Carolina",2,35.74522986,-78.68380966,https://seeclickfix.com/api/v2/issues/1437067,0,2015-01-11T17:50:25-05:00,2015-01-12T12:37:30-05:00,2015-01-11T18:10:16-05:00,2015-01-12T12:37:30-05:00
550,1436928,Pothole,"On Ebenezer Ch Rd, as you're approaching Westgate Rd (coming from Glenwood) there is a DOT Stoplight Ahead sign.  Within ~50 feet of this sign, there is a pothole on the right side of the road for those traveling North on Ebenezer Ch Rd.",Archived,"8677-8799 Ebenezer Church Road Raleigh, North Carolina",1,35.90038859,-78.73766467,https://seeclickfix.com/api/v2/issues/1436928,893377,2015-01-11T16:04:21-05:00,2015-01-12T12:37:15-05:00,2015-01-11T16:11:21-05:00,2015-01-12T12:37:15-05:00
551,1436883,Pothole,Huge pothole on lake wheeler rd,Archived,"2332-2338 Lake Wheeler Rd Raleigh, North Carolina",1,35.74814438,-78.67331397,https://seeclickfix.com/api/v2/issues/1436883,134673,2015-01-11T15:33:42-05:00,2015-01-12T12:37:13-05:00,2015-01-11T15:40:19-05:00,2015-01-12T12:37:13-05:00
552,1436880,loud disruptive noise,"Loud, disruptive noise from International foods shopping center can be heard from inside my house.",Archived,"421 Chapanoke Rf Raleigh, North Carolina",5,35.7346125,-78.6539845,https://seeclickfix.com/api/v2/issues/1436880,0,2015-01-11T15:27:55-05:00,2015-01-12T10:23:59-05:00,,2015-01-12T10:23:59-05:00
553,1436820,Pothole,"",Archived,"5606-5610 Apalachicula Drive Raleigh, NC 27616, USA",1,35.888134,-78.54624176,https://seeclickfix.com/api/v2/issues/1436820,893297,2015-01-11T13:49:54-05:00,2015-01-12T12:37:02-05:00,2015-01-11T13:50:49-05:00,2015-01-12T12:37:02-05:00
554,1436809,Pothole,"",Archived,"5606-5610 Apalachicula Drive Raleigh, NC 27616, USA",1,35.8880806,-78.54634094,https://seeclickfix.com/api/v2/issues/1436809,893297,2015-01-11T13:41:22-05:00,2015-01-12T12:37:05-05:00,2015-01-11T14:00:25-05:00,2015-01-12T12:37:05-05:00
555,1436537,Pothole,"The entirety of Hickory Grove Church Road has been inundated with large potholes, at least 10. Most pothole reach through pavement to gravel base below. Problem is due to very high volume of dump trucks (Puryear Transport). ",Archived,"Hickory Grove Church Rd Raleigh, North Carolina",1,35.9285738,-78.7397767,https://seeclickfix.com/api/v2/issues/1436537,0,2015-01-11T11:25:56-05:00,2015-01-12T12:36:51-05:00,2015-01-11T11:30:28-05:00,2015-01-12T12:36:51-05:00
556,1436081,Sediment or Mud Run-off,During heavy downpours the storm drain inlet gets very close to overflowing into the street.,Archived,"1625-1629 Bennett Street Raleigh, North Carolina",3,35.79631895,-78.6178957,https://seeclickfix.com/api/v2/issues/1436081,10584,2015-01-10T19:53:11-05:00,2015-01-21T22:44:42-05:00,2015-01-10T20:00:25-05:00,2015-01-21T22:44:42-05:00
557,1435146,Street Light Out,light flickers on briefly at times and then cycles off most of the time,Archived,"2453 Falls River Ave Raleigh, North Carolina",1,35.916136,-78.565805,https://seeclickfix.com/api/v2/issues/1435146,0,2015-01-09T19:38:24-05:00,2015-01-30T19:38:29-05:00,2015-01-09T19:50:17-05:00,2015-01-30T19:38:29-05:00
558,1435008,Leaf dumping?,"Hi! This may be something the City of Raleigh did as part of maintenance on the greenway, but there are several huge piles of leaves along the curb on Leonard between Banbury and Nottingham roads. The reason I'm suspicious is because people are pretty bad to dump things on the greenway and I wondered if a lawn service was dumping illegally. (There's one person on Nottingham who used to gleefully blow his debris into the path of the greenway ... people feel entitled).)",Archived,"2800-2898 Leonard Street Raleigh, North Carolina",2,35.80455829,-78.67461719,https://seeclickfix.com/api/v2/issues/1435008,0,2015-01-09T17:02:07-05:00,2015-02-05T21:58:09-05:00,2015-01-09T17:10:30-05:00,2015-02-05T21:58:09-05:00
559,1434755,Graffiti Removal,"Large graffiti located on the brick sound barrier wall on the 440-W side, just west of the Glen Eden bridge.",Archived,"Glen Eden And  Cliff Benson Beltline Raleigh, North Carolina",3,35.82640537,-78.68403093,https://seeclickfix.com/api/v2/issues/1434755,882250,2015-01-09T13:09:57-05:00,2015-01-12T12:57:04-05:00,2015-01-09T13:10:26-05:00,2015-01-12T12:57:04-05:00
560,1433736,Request for repainting of turn lane at Glenwood Ave and Sanderson Drive.,"I'd like to request that the center turn lane on Glenwood Ave be repainted near the intersection of Sanderson Drive.  I have almost been hit head on four times in the last four months as I headed west on Glenwood and entered into the turn lane to turn left onto Sanderson Drive.   Drivers headed Southeast towards downtown, move into the center lane very early (before Sanderson Drive) so they can turn left onto St. Mary's or Anderson.    Can the center lane be repainted so that west bound traffic has a white dotted line to turn left onto Sanderson and the east bound lane be repainted with a double yellow line as well as diagonal  yellow lines across their turn lane (similar to those just southeast to the Glenwood Ave, The Circle Drive intersection)?  Thank you. ",Archived,"2411 Glenwood Avenue Raleigh, North Carolina",3,35.81427821,-78.652059,https://seeclickfix.com/api/v2/issues/1433736,888228,2015-01-08T21:29:53-05:00,2015-01-12T12:56:24-05:00,2015-01-08T21:30:54-05:00,2015-01-12T12:56:24-05:00
561,1433208,Visual Obstruction,"For several months, there has been a white Mercedes parked on the street without moving.  The wheels are blocked to prevent rolling.  It is obvious that the Transmission has dropped on this vehicle and it is not operable.  It needs to be moved as it prevents safe driving since kids play on the street frequently and dart out from behind the car unexpectedly.",Archived,"2623 Hamlet Green Drive Raleigh, North Carolina",2,35.9362224,-78.56084417,https://seeclickfix.com/api/v2/issues/1433208,0,2015-01-08T15:00:36-05:00,2015-01-12T12:56:03-05:00,2015-01-08T15:10:23-05:00,2015-01-12T12:56:03-05:00
562,1433178,Pothole,Road is torn up from the flea market to the intersection with MLK Jr. Blvd.,Archived,"Raleigh Boulevard Raleigh, North Carolina",1,35.76592029,-78.6148711,https://seeclickfix.com/api/v2/issues/1433178,0,2015-01-08T14:47:02-05:00,2015-01-12T12:55:59-05:00,2015-01-08T14:50:26-05:00,2015-01-12T12:55:59-05:00
563,1430440,Shout out to Greenway Crew,"Good work by two separate crews on the House Creek Trail and the Crabtree Trail on Monday. Nice guys getting the job done, looking out for pedestrians and cyclists.",Archived,"3001-3409 Century Drive Raleigh, North Carolina",2,35.83816538,-78.6724867,https://seeclickfix.com/api/v2/issues/1430440,21774,2015-01-07T10:37:27-05:00,2015-01-09T16:03:08-05:00,,2015-01-09T16:03:08-05:00
564,1430231,Pavement markings dividing lane is worn away,"On the entrance lane/ramp from New Bern Ave (going into downtown) onto the I 440 outer beltline, the divided line marking the two lanes has worn away. Anyone not familiar does not realize that there are two lanes and drives across both lanes or down the middle. I have seen this happen twice this week and someone almost hit me once. This is a very busy interchange and needs to be clearly marked. Thanks for your assistance.",Archived,"Cliff Benson Beltline Raleigh, North Carolina",5,35.78217783,-78.57204363,https://seeclickfix.com/api/v2/issues/1430231,0,2015-01-07T09:08:49-05:00,2015-01-30T11:13:53-05:00,2015-01-07T09:11:12-05:00,2015-01-30T11:13:53-05:00
565,1430166,Traffic Signal Malfuctioning,Traffic on Fairbanks weights far too long for a green light. Timing needs to be adjusted,Archived,"8550-8598 Fairbanks Drive Raleigh, NC 27613, USA",2,35.9007714,-78.73129522,https://seeclickfix.com/api/v2/issues/1430166,0,2015-01-07T08:10:33-05:00,2015-02-13T10:21:57-05:00,2015-01-07T08:20:32-05:00,2015-02-13T10:21:57-05:00
566,1430012,Yard waste blocking street,Leaf debris has reduced travel to one lane,Archived,"5104 Rembert Drive Raleigh, NC 27612, USA",4,35.85309251,-78.69441139,https://seeclickfix.com/api/v2/issues/1430012,0,2015-01-06T22:12:39-05:00,2015-02-06T08:21:00-05:00,,2015-02-06T08:21:00-05:00
